id,code,description
PF051104,PF051104,"Food and food ingredients-supplements (supplements facts included on label) wheat germ"
PF051105,PF051105,"Food and food ingredients-supplements (supplements facts included on label) rose hip powder"
PF051338,PF051338,"Cake pop, brownie pop and cookie pop kits with durable items"
PF051346,PF051346,"Food / marshmallows"
PF051354,PF051354,"Food dyes and coloring"
PF051370,PF051370,"Food / candy / does not contain flour / with alcohol"
PF051378,PF051378,"Food / dried fruit / sweetened"
PF051410,PF051410,"Chewing gum or candy  with a supplement facts label"
PF051418,PF051418,"Food / nuts & seeds / honey roasted or sweetened but not candy coated / nuts & seeds must be the primary (first) ingredient / no flour"
PF051419,PF051419,"Food / nuts & seeds / honey roasted or sweetened but not candy coated / nuts & seeds must be the primary (first) ingredient / no flour / individual sized portion / equal to  2.499 ounces or less / or is labeled as a single serving /  or size is unknown"
PF051426,PF051426,"Food / nuts & seeds: nuts, seeds and popcorn that contain sugar that are not commonly thought of as candy / no flour"
PF051427,PF051427,"Food / nuts & seeds / nuts, seeds and popcorn that contain sugar that are not commonly thought of as candy / no flour / individual sized portion / equal to 2.499 ounces or less / or is labeled as a single serving / or size is unknown"
PF051428,PF051428,"Confection nuts not labeled as candy that contain flour / nuts are the first ingredient"
PF051434,PF051434,"Confection pretzels"
PF051450,PF051450,"Food / craisins / or dried cranberries with added sugar"
PF051458,PF051458,"Trail mix that contains sweetened cranberries "
PF051459,PF051459,"Trail mix that contains sweetened cranberries / individual sized portion / equal to 2.499 ounces or less / or is labeled as a single serving / or size is unknown"
PF051474,PF051474,"Candy and yogurt covered granola bars that contain flour (the first ingredient is not granola)"
PF051475,PF051475,"Candy and yogurt covered granola bars that contain flour (the first ingredient is not granola) /individual sized portion / equal to 2.499 ounces or less / or is labeled as a single serving / or size is unknown"
PF051490,PF051490,"Confection popcorn that contains flour"
PF051498,PF051498,"Candy with an item of nominal value - candy must be the predominant value"
PF051506,PF051506,"Trail mixes that contain a confection and no flour  (candy / caramel popcorn / confection nuts or fruits)"
PF051507,PF051507,"Food / trail mix / does not contain any flour / contains a confection item (candy / caramel popcorn / confection nuts or fruits) / individual sized portion / equal to  2.499 ounces or less "
PF051514,PF051514,"Food / candy / twix / full size bars / family pack / 10 count"
PF051522,PF051522,"Food staples: includes (kelloggs fruit twistables / stretch island / fruit streamers / unsweetened baking chocolate and unsweetened coconut)"
PF051530,PF051530,"Frozen sandwiches"
PF051531,PF051531,"Food and food ingredients - fully-cooked frozen sandwich-like items"
PF051538,PF051538,"Lunchables without candy or drink / or lunchables without candy and contains a drink with 70-100% juice content (kids fuel variety) / disney garden foodles / taylor farms veggies with dips"
PF051546,PF051546,"Lunchables w/ candy /or lunchables without candy but with a drink with 0-69% juice content"
PF051554,PF051554,"Food not eligible in pr / pastry shop items / cinnamon or fruit breads, cakes, pies, turnovers, donuts, tarts, bagels, croissants, danish, cookies, crackers"
PF051562,PF051562,"Rice krispies treats and similar products / hershey snacks barz"
PF051570,PF051570,"Sweetened granola bars (grains or nuts are the first ingredient) that do not contain flour / fruit snacks and fruit roll ups with added sweeteners / jello bites / pudding bites / yogos"
PF051571,PF051571,"Sweetened granola bars (grains/nuts first ingred) does not contain flour / fruit snacks, fruit roll ups w added sweeteners, jello bites, pudding bites, yogos / individ sized portion / = 2.499 ounces or less / or labeled as single serving or size unknown"
PF051578,PF051578,"Snack foods: less than or equal to 5 oz of chips/cookies/pies/popcorn/nuts/crackers -  includes milk and drinkable yogurt packaged less than or equal to 24 oz"
PF051579,PF051579,"Snack foods: chips/cookies/pies/popcorn/nuts/crackers -  includes milk and drinkable yogurt packaged / individual sized portion / equal to  2.499 ounces or less / or is labeled as a single serving /  or size is unknown"
PF051586,PF051586,"Food not eligible in pr less than or equal to 5 oz / pastry shop items / cinnamon or fruit breads, cakes, pies, turnovers, donuts, tarts, bagels, croissants, danish, cookies, crackers"
PF051594,PF051594,"Cooking wines / cooking sherry"
PF051690,PF051690,"Ice cream novelties packaged equal to or greater than a pint (16 oz) and 2 count or more (includes cups of ice cream and popsicles w/ greater than 50% juice)"
PF051691,PF051691,"Ice cream novelties packaged (not water based novelties) / packaged / 500g (17.64z) or 500ml (16.9 fl oz) or more"
PF051698,PF051698,"Ice cream novelties packaged equal to or greater than a pint (16 oz) and 1 count (includes cups of ice cream and popsicles w/ greater than 50% juice)"
PF051706,PF051706,"Ice cream novelties packaged less than a pint (16 oz) and 2 count or more (includes cups of ice cream and popsicles w/ greater than 50% juice)"
PF051714,PF051714,"Ice cream novelties packaged less than a pint (16 oz) and 1 count (includes cups of ice cream and popsicles w/ greater than 50% juice)"
PF051722,PF051722,"Popsicles and italian ices (containing less than or equal to 50% juice) packaged equal to or greater than a pint (16 oz)"
PF051730,PF051730,"Popsicles and italian ices (containing less than or equal to 50% juice) packaged less than a pint (16 oz)"
PF051731,PF051731,"Food and food ingredients - flavored, colored or sweetened ice waters, packaged in plastic sheaths (freezies)"
PF051777,PF051777,"Non-alcoholic cocktail mixes: containing less than or equal to 9.99% juice"
PF051778,PF051778,"Non-alcoholic cocktail mixes: 10% - 24% juice"
PF051786,PF051786,"Non-alcoholic cocktail mixes: containing 100% juice"
PF051787,PF051787,"Non-alcoholic cocktail mixes: containing 100% juice / 600ml (20.288 fl oz) or more"
PF051794,PF051794,"Non-alcoholic cocktail mixes: 25 - 50% juice"
PF051795,PF051795,"Non-alcoholic cocktail mixes: 25 - 50% juice / 600ml (20.288 fl oz) or more"
PF051802,PF051802,"Non-alcoholic cocktail mixes: containing  51-99% juice - most bloody mary mixes"
PF051803,PF051803,"Non-alcoholic cocktail mixes: containing  51-99% juice - most bloody mary mixes / 600ml (20.288 fl oz) or more"
PF051810,PF051810,"Non-alcoholic cocktail mixes: containing less than or equal to 50% juice in powder or liquid concentrate not rtd"
PF051811,PF051811,"Beverage / non-alcoholic cocktail mixes / 50.00% juice or less / in frozen or powder concentrate form "
PF051818,PF051818,"Food / items that contain a significant amount of alcohol / not candy"
PF051826,PF051826,"Cocktail rimmers: products only used in making a cocktail beverage /  stirrings rimmer / margarita salt"
PF051834,PF051834,"Beverage / non-alcoholic beers / non-alcoholic wines with a juice content of 0-50%  (non-alcoholic is less than 1/2 of 1% or 0.5% abv)"
PF051842,PF051842,"Beverage / non-alcoholic wines with greater than 50% juice content (non-alcoholic is less than 1/2 of 1% or 0.5% abv)"
PF051850,PF051850,"Beverage / nutritional label / powder / contains milk or milk derivatives (including whey protein isolate) / or is mixed with milk"
PF051858,PF051858,"Beverage / nutrition label / carbonated / contains milk / rtd"
PF051866,PF051866,"Beverage / nutrition label / non carbonated / contains milk, soy, whey or rice / juice content 25% - 50% / rtd"
PF051867,PF051867,"Beverage / nutrition label / non carbonated / contains milk, soy, whey or rice / juice content 25% - 50% / rtd / 600ml (20.288 fl oz) or more"
PF051874,PF051874,"Beverage / nutrition label / non carbonated / milk is not the primary ingredient / contains soy, whey, or rice and a juice content of 0% - 24.99% / rtd"
PF051882,PF051882,"Beverage/nutrition label/non carbonated/contains milk, soy, whey or rice, juice content of 0% - 24% / rtd non-body builder, non-athlete product. added protein, designed to remedy a dietary deficiency"
PF051890,PF051890,"Beverage/nutrition label/non carbonated/contains milk, soy, whey or rice  and a juice content of 70-99%/rtd: non-body builder, non-athlete products. have added protein or claims of lots of protein and are designed to remedy a dietary deficiency"
PF051891,PF051891,"Beverage/nutrition label/non carbonated/contains milk, soy, whey or rice  and a juice content of 70-99%/rtd / 600ml (20.288 fl oz) or more"
PF051898,PF051898,"Beverage / supplement label / non carbonated / milk is not the primary ingredient / but it contains soy, whey, or rice and a juice content of 0% - 24.99% / rtd"
PF051906,PF051906,"Beverage / nutrition label / coffee / contains milk / ready to drink (rtd)"
PF051907,PF051907,"Beverage / nutrition label / coffee / contains milk / ready to drink (rtd) / 600ml (20.288 fl oz) or more"
PF051914,PF051914,"Beverage / supplement label / coffee / ready to drink (rtd)"
PF051930,PF051930,"Beverage / supplement label / unsweetened / concentrates of coffee & tea"
PF051946,PF051946,"Beverage / tea / contains active ingredients / unsweetened / concentrate"
PF051954,PF051954,"Beverage / nutrition label / tea, coffee, cappuccino, frappuccino / sweetened / powders only / no milk or milk derivatives /  mix with water"
PF051962,PF051962,"Beverage / nutrition label / tea & coffee / sweetened / no milk or milk derivatives / ready to drink (rtd)"
PF051963,PF051963,"Beverage / nutrition label / tea & coffee / sweetened / no milk or milk derivatives / ready to drink (rtd) / 600ml (20.288 fl oz) or more"
PF051970,PF051970,"Beverage / nutrition label / tea & coffee / sweetened / carbonated / ready to drink (rtd)"
PF051971,PF051971,"Beverage / nutrition label / carbonated / tea / unsweetened / ready to drink (rtd)"
PF051977,PF051977,"Beverage / nutrition label / tea / sweetened / liquid concentrate only"
PF051978,PF051978,"Beverage / supplement label / tea / sweetened & unsweetened / non carbonated / ready to drink (rtd)"
PF051980,PF051980,"Beverage / nutrition label / kombucha tea / sweetened / carbonated / ready to drink (rtd) / less than 0.5% abv"
PF051981,PF051981,"Beverage / nutrition label / kombucha tea / no added sweetener / carbonated / ready to drink (rtd) / less than 0.5% abv"
PF051986,PF051986,"Beverage / nutrition label / carbonated / 0 - 50% juice / soda"
PF051994,PF051994,"Beverage / supplement label / carbonated / energy drink / some or no juice / ready to drink (rtd) / sold in containers greater or equal to 4 oz"
PF052002,PF052002,"Beverage / supplement label / non carbonated / contains some juice / ready to drink (rtd)"
PF052018,PF052018,"Beverage / nutrition label / liquid concentrate / sweetened / fruit juice = 0%:"
PF052025,PF052025,"Beverage / nutrition label / non carbonated / sweetened / fruit juice = 0% / ready-to-drink"
PF052026,PF052026,"Beverage / nutrition label / non carbonated / fruit juice = 0.1% to 9.99% / ready to drink (rtd)"
PF052034,PF052034,"Beverage / nutrition label / non carbonated / fruit juice = 10% to 24.99% / ready to drink (rtd)"
PF052050,PF052050,"Beverage / nutrition label / carbonated / fruit juice = 100% / ready to drink (rtd)"
PF052058,PF052058,"Beverage / nutrition label / carbonated / fruit juice = 100% / no additives / ready to drink (rtd)"
PF052066,PF052066,"Beverage / supplement label / non carbonated / fruit juice = 100% / ready to drink (rtd) "
PF052070,PF052070,"Beverage / nutrition label / liquid concentrate / sweetened / fruit juice = 0.1% to 9.99%"
PF052074,PF052074,"Beverage / nutrition label / liquid concentrate / sweetened / fruit juice = 10% to 24.99%: "
PF052082,PF052082,"Beverage / nutrition label / non carbonated / fruit juice = 25% to 50% / ready to drink (rtd)"
PF052083,PF052083,"Beverage / nutrition label / non carbonated / fruit juice = 25% to 50% / ready to drink (rtd) / 600ml (20.288 fl oz) or more"
PF052090,PF052090,"Beverage / nutrition label / liquid concentrate / sweetened / fruit juice = 25% to 50%:  "
PF052098,PF052098,"Beverage / nutrition label / non carbonated / fruit juice = 50.01% to 69.99% / ready to drink (rtd)"
